problem_id,source,code,cleaned_code,num_chars,num_lines,avg_line_length,max_line_length,num_digits,num_empty_lines,num_whitespace,num_indents,num_method_declarations,num_break,num_continue,num_with,num_assert,num_except,num_not,num_or,num_and,num_none,num_in,num_yield,num_pass,num_raise,num_for,num_while,num_comparators,num_local_vars,avg_name_length,max_name_length,num_function_calls,num_loops,num_if_statements,num_return_statements,num_exceptions_raised,num_list_comprehensions,num_dict_comprehensions,num_set_comprehensions,num_imported_modules,num_list_operations,num_dict_operations,num_set_operations,num_lambda_functions,num_generator_expressions,num_attributes_accessed,cyclomatic_complexity,halstead_operators,halstead_operands,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs
HumanEval/103,human,"    if m < n:
        return -1
    summation = 0
    for i in range(n, m+1):
        summation += i
    return bin(round(summation/(m - n + 1)))
","if m < n:
    return -1
summation = 0
for i in range(n, m+1):
    summation += i
return bin(round(summation/(m - n + 1)))",121,6,19.333333333333332,40,4,0,49,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,9.0,9,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,5,7,31.26112492884004,71.69925001442313,4.642857142857143,332.88937506696453,18.493854170386918,0.02389975000480771
HumanEval/104,human,"    odd_digit_elements = []
    for i in x:
        if all (int(c) % 2 == 1 for c in str(i)):
            odd_digit_elements.append(i)
    return sorted(odd_digit_elements)
","odd_digit_elements = []
for i in x:
    if all (int(c) % 2 == 1 for c in str(i)):
        odd_digit_elements.append(i)
return sorted(odd_digit_elements)",152,5,29.6,45,2,0,48,32,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,1,1,18.0,18,5,1,1,1,0,0,0,0,0,1,0,0,0,1,1,4,2,4,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
HumanEval/105,human,"    dic = {
        1: ""One"",
        2: ""Two"",
        3: ""Three"",
        4: ""Four"",
        5: ""Five"",
        6: ""Six"",
        7: ""Seven"",
        8: ""Eight"",
        9: ""Nine"",
    }
    sorted_arr = sorted(arr, reverse=True)
    new_arr = []
    for var in sorted_arr:
        try:
            new_arr.append(dic[var])
        except:
            pass
    return new_arr
","dic = {
    1: ""One"",
    2: ""Two"",
    3: ""Three"",
    4: ""Four"",
    5: ""Five"",
    6: ""Six"",
    7: ""Seven"",
    8: ""Eight"",
    9: ""Nine"",
}
sorted_arr = sorted(arr, reverse=True)
new_arr = []
for var in sorted_arr:
    try:
        new_arr.append(dic[var])
    except:
        pass
return new_arr",301,19,14.894736842105264,38,9,0,156,136,0,0,0,0,0,1,0,4,0,0,1,0,1,0,1,0,0,3,6.666666666666667,10,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/106,human,"    ret = []
    for i in range(1,n+1):
        if i%2 == 0:
            x = 1
            for j in range(1,i+1): x *= j
            ret += [x]
        else:
            x = 0
            for j in range(1,i+1): x += j
            ret += [x]
    return ret
","ret = []
for i in range(1,n+1):
    if i%2 == 0:
        x = 1
        for j in range(1,i+1): x *= j
        ret += [x]
    else:
        x = 0
        for j in range(1,i+1): x += j
        ret += [x]
return ret",211,11,18.272727272727273,37,10,0,129,100,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,1,2,2.0,3,3,3,1,1,0,0,0,0,0,3,0,0,0,0,0,5,4,11,46.053747805010275,105.48604608143,3.272727272727273,345.22705990286187,19.179281105714548,0.03516201536047667
HumanEval/107,human,"    def is_palindrome(n):
        return str(n) == str(n)[::-1]

    even_palindrome_count = 0
    odd_palindrome_count = 0

    for i in range(1, n+1):
        if i%2 == 1 and is_palindrome(i):
                odd_palindrome_count += 1
        elif i%2 == 0 and is_palindrome(i):
            even_palindrome_count += 1
    return (even_palindrome_count, odd_palindrome_count)
","def is_palindrome(n):
    return str(n) == str(n)[::-1]

even_palindrome_count = 0
odd_palindrome_count = 0

for i in range(1, n+1):
    if i%2 == 1 and is_palindrome(i):
            odd_palindrome_count += 1
    elif i%2 == 0 and is_palindrome(i):
        even_palindrome_count += 1
return (even_palindrome_count, odd_palindrome_count)",336,12,32.5,52,11,2,100,72,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,3,2,20.5,21,5,1,2,2,0,0,0,0,0,0,0,0,1,0,0,6,5,16,75.60964047443682,140.55415752892034,3.28125,461.19332939176985,25.6218516328761,0.04685138584297345
HumanEval/108,human,"    def digits_sum(n):
        neg = 1
        if n < 0: n, neg = -1 * n, -1 
        n = [int(i) for i in str(n)]
        n[0] = n[0] * neg
        return sum(n)
    return len(list(filter(lambda x: x > 0, [digits_sum(i) for i in arr])))
","def digits_sum(n):
    neg = 1
    if n < 0: n, neg = -1 * n, -1 
    n = [int(i) for i in str(n)]
    n[0] = n[0] * neg
    return sum(n)
return len(list(filter(lambda x: x > 0, [digits_sum(i) for i in arr])))",210,7,29.142857142857142,71,7,0,83,48,1,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,4,4.0,8,7,0,1,2,0,2,0,0,0,0,0,0,2,0,0,2,4,8,32.0,57.359400011538504,2.5,143.39850002884626,7.966583334935903,0.01911980000384617
HumanEval/109,human,"    if len(arr)==0:
      return True
    sorted_array=sorted(arr)
    my_arr=[]
    
    min_value=min(arr)
    min_index=arr.index(min_value)
    my_arr=arr[min_index:]+arr[0:min_index]
    for i in range(len(arr)):
      if my_arr[i]!=sorted_array[i]:
        return False
    return True
","if len(arr)==0:
  return True
sorted_array=sorted(arr)
my_arr=[]

min_value=min(arr)
min_index=arr.index(min_value)
my_arr=arr[min_index:]+arr[0:min_index]
for i in range(len(arr)):
  if my_arr[i]!=sorted_array[i]:
    return False
return True",243,12,21.09090909090909,39,2,1,64,56,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,2,4,9.0,12,6,1,2,3,0,0,0,0,0,1,0,0,0,0,1,4,3,6,20.264662506490406,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938
HumanEval/110,human,"    odd = 0
    even = 0
    for i in lst1:
        if i%2 == 1:
            odd += 1
    for i in lst2:
        if i%2 == 0:
            even += 1
    if even >= odd:
        return ""YES""
    return ""NO""
            
","odd = 0
even = 0
for i in lst1:
    if i%2 == 1:
        odd += 1
for i in lst2:
    if i%2 == 0:
        even += 1
if even >= odd:
    return ""YES""
return ""NO""
        ",169,12,13.166666666666666,17,10,0,109,84,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,3,2,3.5,4,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,6,4,8,32.0,75.28421251514429,3.5,263.494743803005,14.638596877944723,0.025094737505048096
HumanEval/111,human,"    dict1={}
    list1=test.split("" "")
    t=0

    for i in list1:
        if(list1.count(i)>t) and i!='':
            t=list1.count(i)
    if t>0:
        for i in list1:
            if(list1.count(i)==t):
                
                dict1[i]=t
    return dict1
","dict1={}
list1=test.split("" "")
t=0

for i in list1:
    if(list1.count(i)>t) and i!='':
        t=list1.count(i)
if t>0:
    for i in list1:
        if(list1.count(i)==t):
            
            dict1[i]=t
return dict1",220,13,17.333333333333332,35,11,1,107,96,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,4,4,4.666666666666667,8,4,2,3,1,0,0,0,0,0,0,1,0,0,0,4,7,4,8,32.0,53.77443751081735,2.5,134.43609377704337,7.468671876502409,0.017924812503605784
HumanEval/112,human,"    s = ''.join([char for char in s if char not in c])
    return (s,s[::-1] == s)
","s = ''.join([char for char in s if char not in c])
return (s,s[::-1] == s)",74,2,36.5,50,1,0,22,8,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,1,1.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,3,5,16.36452797660028,24.0,1.5,36.0,2.0,0.008
HumanEval/113,human,"    res = []
    for arr in lst:
        n = sum(int(d)%2==1 for d in arr)
        res.append(""the number of odd elements "" + str(n) + ""n the str""+ str(n) +""ng ""+ str(n) +"" of the ""+ str(n) +""nput."")
    return res
","res = []
for arr in lst:
    n = sum(int(d)%2==1 for d in arr)
    res.append(""the number of odd elements "" + str(n) + ""n the str""+ str(n) +""ng ""+ str(n) +"" of the ""+ str(n) +""nput."")
return res",194,5,38.0,120,2,0,61,28,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,2,2.0,3,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,3,3,20,91.19344939991072,135.7068586817104,1.5,203.5602880225656,11.308904890142534,0.04523561956057014
HumanEval/114,human,"    max_sum = 0
    s = 0
    for num in nums:
        s += -num
        if (s < 0):
            s = 0
        max_sum = max(s, max_sum)
    if max_sum == 0:
        max_sum = max(-i for i in nums)
    min_sum = -max_sum
    return min_sum
","max_sum = 0
s = 0
for num in nums:
    s += -num
    if (s < 0):
        s = 0
    max_sum = max(s, max_sum)
if max_sum == 0:
    max_sum = max(-i for i in nums)
min_sum = -max_sum
return min_sum",195,11,16.818181818181817,35,5,0,97,68,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,2,3,4.0,7,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,5,4,6,23.509775004326936,49.82892142331044,3.0,149.4867642699313,8.304820237218406,0.016609640474436815
HumanEval/115,human,"    return sum([math.ceil(sum(arr)/capacity) for arr in grid])
",return sum([math.ceil(sum(arr)/capacity) for arr in grid]),58,1,58.0,58,0,0,9,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/116,human,"    return sorted(sorted(arr), key=lambda x: bin(x)[2:].count('1'))
","return sorted(sorted(arr), key=lambda x: bin(x)[2:].count('1'))",63,1,63.0,63,2,0,8,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/117,human,"    result = []
    for word in s.split():
        n_consonants = 0
        for i in range(0, len(word)):
            if word[i].lower() not in [""a"",""e"",""i"",""o"",""u""]:
                n_consonants += 1 
        if n_consonants == n:
            result.append(word)
    return result

","result = []
for word in s.split():
    n_consonants = 0
    for i in range(0, len(word)):
        if word[i].lower() not in [""a"",""e"",""i"",""o"",""u""]:
            n_consonants += 1 
    if n_consonants == n:
        result.append(word)
return result
",246,9,26.333333333333332,56,3,0,98,76,0,0,0,0,0,0,1,6,0,0,3,0,0,0,2,0,1,2,9.0,12,5,2,2,1,0,0,0,0,0,2,0,0,0,0,3,5,3,5,16.36452797660028,27.0,1.8,48.6,2.7,0.009
HumanEval/118,human,"    if len(word) < 3:
        return """"

    vowels = {""a"", ""e"", ""i"", ""o"", ""u"", ""A"", ""E"", 'O', 'U', 'I'}
    for i in range(len(word)-2, 0, -1):
        if word[i] in vowels:
            if (word[i+1] not in vowels) and (word[i-1] not in vowels):
                return word[i]
    return """"
","if len(word) < 3:
    return """"

vowels = {""a"", ""e"", ""i"", ""o"", ""u"", ""A"", ""E"", 'O', 'U', 'I'}
for i in range(len(word)-2, 0, -1):
    if word[i] in vowels:
        if (word[i+1] not in vowels) and (word[i-1] not in vowels):
            return word[i]
return """"",259,9,31.375,67,6,1,94,60,0,0,0,0,0,0,2,7,1,0,4,0,0,0,1,0,1,1,6.0,6,3,1,3,3,0,0,0,0,0,0,0,1,0,0,0,6,7,12,62.67103446305711,110.44611534953322,4.958333333333333,547.6286552747688,30.4238141819316,0.03681537178317774
HumanEval/119,human,"    def check(s):
        val = 0
        for i in s:
            if i == '(':
                val = val + 1
            else:
                val = val - 1
            if val < 0:
                return False
        return True if val == 0 else False

    S1 = lst[0] + lst[1]
    S2 = lst[1] + lst[0]
    return 'Yes' if check(S1) or check(S2) else 'No'
","def check(s):
    val = 0
    for i in s:
        if i == '(':
            val = val + 1
        else:
            val = val - 1
        if val < 0:
            return False
    return True if val == 0 else False

S1 = lst[0] + lst[1]
S2 = lst[1] + lst[0]
return 'Yes' if check(S1) or check(S2) else 'No'",304,14,22.384615384615383,48,13,1,167,124,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,3,3,2.5,3,2,1,2,3,0,0,0,0,0,0,0,0,1,0,0,3,5,11,49.663388279447084,96.0,3.6363636363636362,349.09090909090907,19.39393939393939,0.032
HumanEval/120,human,"    if k == 0:
        return []
    arr.sort()
    ans = arr[-k:]
    return ans
","if k == 0:
    return []
arr.sort()
ans = arr[-k:]
return ans",61,5,11.4,14,1,0,31,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.0,3,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,2,2,2,4.0,10.0,1.5,15.0,0.8333333333333334,0.0033333333333333335
HumanEval/121,human,"    return sum([x for idx, x in enumerate(lst) if idx%2==0 and x%2==1])
","return sum([x for idx, x in enumerate(lst) if idx%2==0 and x%2==1])",67,1,67.0,67,4,0,14,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,9,33.28421251514428,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
HumanEval/122,human,"    return sum(elem for elem in arr[:k] if len(str(elem)) <= 2)
",return sum(elem for elem in arr[:k] if len(str(elem)) <= 2),59,1,59.0,59,1,0,13,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
HumanEval/123,human,"    if n%2==0:
        odd_collatz = [] 
    else:
        odd_collatz = [n]
    while n > 1:
        if n % 2 == 0:
            n = n/2
        else:
            n = n*3 + 1
            
        if n%2 == 1:
            odd_collatz.append(int(n))

    return sorted(odd_collatz)
","if n%2==0:
    odd_collatz = [] 
else:
    odd_collatz = [n]
while n > 1:
    if n % 2 == 0:
        n = n/2
    else:
        n = n*3 + 1
        
    if n%2 == 1:
        odd_collatz.append(int(n))

return sorted(odd_collatz)",227,14,16.46153846153846,34,10,1,128,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,6.0,11,3,1,3,1,0,0,0,0,0,2,0,0,0,0,1,5,6,9,44.039100017307746,117.20671786825557,6.666666666666667,781.3781191217038,43.40989550676132,0.03906890595608519
HumanEval/124,human,"    try:
        date = date.strip()
        month, day, year = date.split('-')
        month, day, year = int(month), int(day), int(year)
        if month < 1 or month > 12:
            return False
        if month in [1,3,5,7,8,10,12] and day < 1 or day > 31:
            return False
        if month in [4,6,9,11] and day < 1 or day > 30:
            return False
        if month == 2 and day < 1 or day > 29:
            return False
    except:
        return False

    return True
","try:
    date = date.strip()
    month, day, year = date.split('-')
    month, day, year = int(month), int(day), int(year)
    if month < 1 or month > 12:
        return False
    if month in [1,3,5,7,8,10,12] and day < 1 or day > 31:
        return False
    if month in [4,6,9,11] and day < 1 or day > 30:
        return False
    if month == 2 and day < 1 or day > 29:
        return False
except:
    return False

return True",430,16,27.666666666666668,58,27,1,182,124,0,0,0,0,0,1,0,4,3,0,2,0,0,0,0,0,9,2,11.0,18,5,0,4,6,0,0,0,0,0,2,0,0,0,0,2,13,6,24,125.5488750216347,264.97209216286,4.5,1192.37441473287,66.243023040715,0.08832403072095334
HumanEval/125,human,"    if "" "" in txt:
        return txt.split()
    elif "","" in txt:
        return txt.replace(',',' ').split()
    else:
        return len([i for i in txt if i.islower() and ord(i)%2 == 0])
","if "" "" in txt:
    return txt.split()
elif "","" in txt:
    return txt.replace(',',' ').split()
else:
    return len([i for i in txt if i.islower() and ord(i)%2 == 0])",166,6,26.833333333333332,65,2,0,57,36,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,1,0,0.0,0,6,0,2,3,0,1,0,0,0,0,0,0,0,0,4,6,4,9,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
HumanEval/126,human,"    count_digit = dict([(i, 0) for i in lst])
    for i in lst:
        count_digit[i]+=1 
    if any(count_digit[i] > 2 for i in lst):
        return False
    if all(lst[i-1] <= lst[i] for i in range(1, len(lst))):
        return True
    else:
        return False
    
    
","count_digit = dict([(i, 0) for i in lst])
for i in lst:
    count_digit[i]+=1 
if any(count_digit[i] > 2 for i in lst):
    return False
if all(lst[i-1] <= lst[i] for i in range(1, len(lst))):
    return True
else:
    return False

",233,10,24.77777777777778,55,5,1,89,60,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,2,1,11.0,11,5,1,2,3,0,1,0,0,0,0,0,0,0,2,0,7,4,7,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919
HumanEval/127,human,"    def is_prime(num):
        if num == 1 or num == 0:
            return False
        if num == 2:
            return True
        for i in range(2, num):
            if num%i == 0:
                return False
        return True

    l = max(interval1[0], interval2[0])
    r = min(interval1[1], interval2[1])
    length = r - l
    if length > 0 and is_prime(length):
        return ""YES""
    return ""NO""
","def is_prime(num):
    if num == 1 or num == 0:
        return False
    if num == 2:
        return True
    for i in range(2, num):
        if num%i == 0:
            return False
    return True

l = max(interval1[0], interval2[0])
r = min(interval1[1], interval2[1])
length = r - l
if length > 0 and is_prime(length):
    return ""YES""
return ""NO""",350,16,22.333333333333332,35,14,1,155,116,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,5,3,3.5,6,4,1,4,6,0,0,0,0,0,0,0,0,1,0,0,3,6,14,68.81274391313339,116.69205856195879,3.857142857142857,450.09794016755535,25.005441120419743,0.03889735285398626
HumanEval/128,human,"    if not arr: return None
    prod = 0 if 0 in arr else (-1) ** len(list(filter(lambda x: x < 0, arr)))
    return prod * sum([abs(i) for i in arr])
","if not arr: return None
prod = 0 if 0 in arr else (-1) ** len(list(filter(lambda x: x < 0, arr)))
return prod * sum([abs(i) for i in arr])",138,3,45.333333333333336,73,4,0,38,12,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,1,1,4.0,4,5,0,1,2,0,1,0,0,0,0,0,0,1,0,0,4,6,8,39.50977500432694,60.91767875292166,3.75,228.44129532345622,12.691183073525345,0.020305892917640553
HumanEval/129,human,"    n = len(grid)
    val = n * n + 1
    for i in range(n):
        for j in range(n):
            if grid[i][j] == 1:
                temp = []
                if i != 0:
                    temp.append(grid[i - 1][j])

                if j != 0:
                    temp.append(grid[i][j - 1])

                if i != n - 1:
                    temp.append(grid[i + 1][j])

                if j != n - 1:
                    temp.append(grid[i][j + 1])

                val = min(temp)

    ans = []
    for i in range(k):
        if i % 2 == 0:
            ans.append(1)
        else:
            ans.append(val)
    return ans
","n = len(grid)
val = n * n + 1
for i in range(n):
    for j in range(n):
        if grid[i][j] == 1:
            temp = []
            if i != 0:
                temp.append(grid[i - 1][j])

            if j != 0:
                temp.append(grid[i][j - 1])

            if i != n - 1:
                temp.append(grid[i + 1][j])

            if j != n - 1:
                temp.append(grid[i][j + 1])

            val = min(temp)

ans = []
for i in range(k):
    if i % 2 == 0:
        ans.append(1)
    else:
        ans.append(val)
return ans",544,27,23.545454545454547,43,13,5,316,260,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,4,2.6666666666666665,4,11,3,6,1,0,0,0,0,0,2,0,0,0,0,6,10,6,11,53.563522809337215,183.9358278562653,8.181818181818182,1504.9295006421705,83.60719448012058,0.0613119426187551
HumanEval/130,human,"    if n == 0:
        return [1]
    my_tri = [1, 3]
    for i in range(2, n + 1):
        if i % 2 == 0:
            my_tri.append(i / 2 + 1)
        else:
            my_tri.append(my_tri[i - 1] + my_tri[i - 2] + (i + 3) / 2)
    return my_tri
","if n == 0:
    return [1]
my_tri = [1, 3]
for i in range(2, n + 1):
    if i % 2 == 0:
        my_tri.append(i / 2 + 1)
    else:
        my_tri.append(my_tri[i - 1] + my_tri[i - 2] + (i + 3) / 2)
return my_tri",210,9,22.444444444444443,66,14,0,99,64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,6.0,6,3,1,2,2,0,0,0,0,0,2,0,0,0,0,2,4,5,13,59.715356810271004,150.11730005192322,4.615384615384615,692.8490771627226,38.49161539792903,0.05003910001730774
HumanEval/131,human,"    product = 1
    odd_count = 0
    for digit in str(n):
        int_digit = int(digit)
        if int_digit%2 == 1:
            product= product*int_digit
            odd_count+=1
    if odd_count ==0:
        return 0
    else:
        return product
","product = 1
odd_count = 0
for digit in str(n):
    int_digit = int(digit)
    if int_digit%2 == 1:
        product= product*int_digit
        odd_count+=1
if odd_count ==0:
    return 0
else:
    return product",210,11,18.181818181818183,34,7,0,93,76,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,3,8.0,9,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,7,27.651484454403228,51.89147427955947,2.857142857142857,148.26135508445563,8.236741949136423,0.01729715809318649
HumanEval/132,human,"    opening_bracket_index = []
    closing_bracket_index = []
    for i in range(len(string)):
        if string[i] == '[':
            opening_bracket_index.append(i)
        else:
            closing_bracket_index.append(i)
    closing_bracket_index.reverse()
    cnt = 0
    i = 0
    l = len(closing_bracket_index)
    for idx in opening_bracket_index:
        if i < l and idx < closing_bracket_index[i]:
            cnt += 1
            i += 1
    return cnt >= 2

    
","opening_bracket_index = []
closing_bracket_index = []
for i in range(len(string)):
    if string[i] == '[':
        opening_bracket_index.append(i)
    else:
        closing_bracket_index.append(i)
closing_bracket_index.reverse()
cnt = 0
i = 0
l = len(closing_bracket_index)
for idx in opening_bracket_index:
    if i < l and idx < closing_bracket_index[i]:
        cnt += 1
        i += 1
return cnt >= 2

",407,17,24.375,48,5,1,145,112,0,0,0,0,0,0,0,2,1,0,2,0,0,0,2,0,4,5,8.333333333333334,21,6,2,2,1,0,0,0,0,0,2,0,0,0,0,3,6,5,11,49.663388279447084,84.0,3.1818181818181817,267.27272727272725,14.848484848484848,0.028
HumanEval/133,human,"    import math
    squared = 0
    for i in lst:
        squared += math.ceil(i)**2
    return squared
","import math
squared = 0
for i in lst:
    squared += math.ceil(i)**2
return squared",83,5,15.8,30,2,0,33,24,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,7.0,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,4,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
HumanEval/134,human,"    check = txt.split(' ')[-1]
    return True if len(check) == 1 and (97 <= ord(check.lower()) <= 122) else False
","check = txt.split(' ')[-1]
return True if len(check) == 1 and (97 <= ord(check.lower()) <= 122) else False",106,2,52.5,79,7,0,24,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,5.0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,7,27.651484454403228,44.97261104228487,2.2857142857142856,102.79453952522255,5.710807751401252,0.01499087034742829
HumanEval/135,human,"    ind=-1
    i=1
    while i<len(arr):
      if arr[i]<arr[i-1]:
        ind=i
      i+=1
    return ind
","ind=-1
i=1
while i<len(arr):
  if arr[i]<arr[i-1]:
    ind=i
  i+=1
return ind",78,7,10.285714285714286,21,4,0,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,5,19.60964047443681,44.37895002019238,3.6,159.76422007269255,8.875790004038475,0.014792983340064125
HumanEval/136,human,"    smallest = list(filter(lambda x: x < 0, lst))
    largest = list(filter(lambda x: x > 0, lst))
    return (max(smallest) if smallest else None, min(largest) if largest else None)
","smallest = list(filter(lambda x: x < 0, lst))
largest = list(filter(lambda x: x > 0, lst))
return (max(smallest) if smallest else None, min(largest) if largest else None)",170,3,56.0,79,2,0,36,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,7.5,8,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,2,4.0,12.0,2.0,24.0,1.3333333333333333,0.004
HumanEval/137,human,"    temp_a, temp_b = a, b
    if isinstance(temp_a, str): temp_a = temp_a.replace(',','.')
    if isinstance(temp_b, str): temp_b = temp_b.replace(',','.')
    if float(temp_a) == float(temp_b): return None
    return a if float(temp_a) > float(temp_b) else b 
","temp_a, temp_b = a, b
if isinstance(temp_a, str): temp_a = temp_a.replace(',','.')
if isinstance(temp_b, str): temp_b = temp_b.replace(',','.')
if float(temp_a) == float(temp_b): return None
return a if float(temp_a) > float(temp_b) else b ",240,5,47.2,60,0,0,47,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,11.0,16,8,0,3,2,0,0,0,0,0,0,0,0,0,0,2,5,2,4,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
HumanEval/138,human,"    return n%2 == 0 and n >= 8
",return n%2 == 0 and n >= 8,26,1,26.0,26,3,0,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,7,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919
HumanEval/139,human,"    fact_i = 1
    special_fact = 1
    for i in range(1, n+1):
        fact_i *= i
        special_fact *= fact_i
    return special_fact
","fact_i = 1
special_fact = 1
for i in range(1, n+1):
    fact_i *= i
    special_fact *= fact_i
return special_fact",114,6,18.166666666666668,26,4,0,45,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,9.0,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,5,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813
HumanEval/140,human,"    new_text = """"
    i = 0
    start, end = 0, 0
    while i < len(text):
        if text[i] == "" "":
            end += 1
        else:
            if end - start > 2:
                new_text += ""-""+text[i]
            elif end - start > 0:
                new_text += ""_""*(end - start)+text[i]
            else:
                new_text += text[i]
            start, end = i+1, i+1
        i+=1
    if end - start > 2:
        new_text += ""-""
    elif end - start > 0:
        new_text += ""_""
    return new_text
","new_text = """"
i = 0
start, end = 0, 0
while i < len(text):
    if text[i] == "" "":
        end += 1
    else:
        if end - start > 2:
            new_text += ""-""+text[i]
        elif end - start > 0:
            new_text += ""_""*(end - start)+text[i]
        else:
            new_text += text[i]
        start, end = i+1, i+1
    i+=1
if end - start > 2:
    new_text += ""-""
elif end - start > 0:
    new_text += ""_""
return new_text",435,20,20.8,49,11,0,230,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,7.0,12,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,7,6,23,119.55169999363824,335.2006886638025,6.0,2011.204131982815,111.73356288793417,0.11173356288793417
